Date,Hour,Count,Count_B2,Temp_B2,Hum_B2,Weekday
2018-06-06,12,1400,1087,24.3,53,Wed
2018-06-06,13,1444,1152,25.8,52,Wed
2018-06-06,14,1603,1400,27.3,51,Wed
2018-06-06,15,1674,1444,27.3,52,Wed
2018-06-06,16,1940,1603,27.4,50,Wed
2018-06-06,17,2104,1674,27.6,49,Wed
2018-06-06,18,2162,1940,27.9,47,Wed
2018-06-06,19,2163,2104,27.4,48,Wed
2018-06-06,20,2145,2162,26.6,52,Wed
2018-06-06,21,1935,2163,24.9,56,Wed
2018-06-06,22,1624,2145,23.4,64,Wed
2018-06-06,23,1251,1935,22.1,72,Wed
2018-06-07,0,978,1624,20.8,78,Thu
2018-06-07,1,606,1251,20.1,77,Thu
2018-06-07,2,418,978,19.6,82,Thu
2018-06-07,3,275,606,19.1,86,Thu
2018-06-07,4,191,418,18.8,88,Thu
2018-06-07,5,288,275,18.4,88,Thu
2018-06-07,6,716,191,18.1,88,Thu
2018-06-07,7,1551,288,17.8,91,Thu
2018-06-07,8,2317,716,18.1,88,Thu
2018-06-07,9,1342,1551,18.6,85,Thu
2018-06-07,10,914,2317,18.9,82,Thu
2018-06-07,11,967,1342,20.5,73,Thu
2018-06-07,12,1099,914,22,69,Thu
2018-06-07,13,1071,967,23.4,62,Thu
2018-06-07,14,1116,1099,25,56,Thu
2018-06-07,15,1171,1071,26.7,47,Thu
2018-06-07,16,1442,1116,28.2,44,Thu
2018-06-07,17,2002,1171,29.3,41,Thu
2018-06-07,18,3221,1442,29.3,41,Thu
2018-06-07,19,2649,2002,28.2,51,Thu
2018-06-07,20,2278,3221,25.6,57,Thu
2018-06-07,21,2161,2649,24,60,Thu
2018-06-07,22,1939,2278,22.8,67,Thu
2018-06-07,23,1290,2161,21.5,69,Thu
2018-06-08,0,926,1939,20.9,71,Fri
2018-06-08,1,769,1290,20.3,77,Fri
2018-06-08,2,525,926,19.1,82,Fri
2018-06-08,3,365,769,18.8,84,Fri
2018-06-08,4,255,525,18.6,84,Fri
2018-06-08,5,299,365,18.6,83,Fri
2018-06-08,6,744,255,18.5,82,Fri
2018-06-08,7,1544,299,18.6,81,Fri
2018-06-08,8,2348,744,18.8,78,Fri
2018-06-08,9,1283,1544,19.1,73,Fri
2018-06-08,10,1002,2348,19.7,69,Fri
2018-06-08,11,1095,1283,21.2,62,Fri
2018-06-08,12,1256,1002,21.9,62,Fri
2018-06-08,13,1314,1095,21.9,64,Fri
2018-06-08,14,1249,1256,23.1,56,Fri
2018-06-08,15,1416,1314,24.2,58,Fri
2018-06-08,16,1668,1249,25,54,Fri
2018-06-08,17,2314,1416,26.2,51,Fri
2018-06-08,18,3309,1668,26.6,49,Fri
2018-06-08,19,2797,2314,26.9,49,Fri
2018-06-08,20,2476,3309,26.2,54,Fri
2018-06-08,21,2337,2797,24.5,63,Fri
2018-06-08,22,2140,2476,22.6,71,Fri
2018-06-08,23,1672,2337,21.2,77,Fri
2018-06-09,0,1247,2140,20.5,78,Sat
2018-06-09,1,1029,1672,20,79,Sat
2018-06-09,2,732,1247,19.7,83,Sat
2018-06-09,3,535,1029,19.7,81,Sat
2018-06-09,4,352,732,19.4,84,Sat
2018-06-09,5,262,535,19.1,84,Sat
2018-06-09,6,381,352,19,83,Sat
2018-06-09,7,616,262,19,85,Sat
2018-06-09,8,963,381,19,84,Sat
2018-06-09,9,1102,616,20.2,73,Sat
2018-06-09,10,1156,963,21.9,62,Sat
2018-06-09,11,1200,1102,24,55,Sat
2018-06-09,12,1462,1156,25.8,49,Sat
2018-06-09,13,1583,1200,27.2,46,Sat
2018-06-09,14,1744,1462,28.2,42,Sat
2018-06-09,15,1890,1583,28.8,42,Sat
2018-06-09,16,2297,1744,30.1,35,Sat
2018-06-09,17,2355,1890,29.6,40,Sat
2018-06-09,18,1934,2297,28.7,40,Sat
2018-06-09,19,1058,2355,28.2,39,Sat
2018-06-09,20,246,1934,27.3,42,Sat
2018-06-09,21,225,1058,25.7,47,Sat
2018-06-09,22,776,246,23.7,62,Sat
2018-06-09,23,766,225,22.4,72,Sat
2018-06-10,0,483,776,21,75,Sun
2018-06-10,1,375,766,20.7,66,Sun
2018-06-10,2,162,483,20.2,66,Sun
2018-06-10,3,150,375,19.7,71,Sun
2018-06-10,4,174,162,19.2,69,Sun
2018-06-10,5,138,150,18.6,78,Sun
2018-06-10,6,216,174,18.3,72,Sun
2018-06-10,7,313,138,18.4,70,Sun
2018-06-10,8,619,216,18.3,71,Sun
2018-06-10,9,786,313,18.4,68,Sun
2018-06-10,10,942,619,19,65,Sun
2018-06-10,11,1074,786,19.2,65,Sun
2018-06-10,12,1442,942,20.2,62,Sun
2018-06-10,13,1752,1074,21.3,56,Sun
2018-06-10,14,1985,1442,23.2,50,Sun
2018-06-10,15,2182,1752,24.2,48,Sun
2018-06-10,16,2333,1985,24.1,51,Sun
2018-06-10,17,2431,2182,24.8,49,Sun
2018-06-10,18,2367,2333,24.8,51,Sun
2018-06-10,19,2267,2431,24.6,52,Sun
2018-06-10,20,2300,2367,24.1,53,Sun
2018-06-10,21,2026,2267,23.4,55,Sun
2018-06-10,22,1634,2300,22.8,55,Sun
2018-06-10,23,1191,2026,22.1,55,Sun
2018-06-11,0,918,1634,21.5,55,Mon
2018-06-11,1,555,1191,20.9,56,Mon
2018-06-11,2,353,918,20.3,58,Mon
2018-06-11,3,232,555,19.8,59,Mon
2018-06-11,4,194,353,19.2,60,Mon
2018-06-11,5,324,232,18.8,61,Mon
2018-06-11,6,807,194,18.8,60,Mon
2018-06-11,7,1629,324,18.8,61,Mon
2018-06-11,8,2375,807,18.6,61,Mon
2018-06-11,9,1307,1629,19.1,59,Mon
2018-06-11,10,992,2375,20.7,55,Mon
2018-06-11,11,1107,1307,22.2,48,Mon
2018-06-11,12,1204,992,23.7,47,Mon
2018-06-11,13,1033,1107,23.2,52,Mon
2018-06-11,14,1075,1204,23.2,52,Mon
2018-06-11,15,1240,1033,23.7,49,Mon
2018-06-11,16,1220,1075,23.9,47,Mon
2018-06-11,17,1475,1240,22.2,60,Mon
2018-06-11,18,1491,1220,22,60,Mon
2018-06-11,19,873,1475,20.7,72,Mon
2018-06-11,20,1280,1491,19.8,80,Mon
2018-06-11,21,1647,873,19.4,85,Mon
2018-06-11,22,1117,1280,19.1,84,Mon
2018-06-11,23,384,1647,19,82,Mon
2018-06-12,0,470,1117,19,76,Tue
2018-06-12,1,454,384,18.2,93,Tue
2018-06-12,2,385,470,18,94,Tue
2018-06-12,3,206,454,17.7,92,Tue
2018-06-12,4,144,385,17.7,87,Tue
2018-06-12,5,296,206,17.5,87,Tue
2018-06-12,6,740,144,17.5,84,Tue
2018-06-12,7,1573,296,17.2,87,Tue
2018-06-12,8,2495,740,16.7,85,Tue
2018-06-12,9,1317,1573,17.1,77,Tue
2018-06-12,10,971,2495,19,67,Tue
2018-06-12,11,1092,1317,21.1,60,Tue
2018-06-12,12,1202,971,22.1,53,Tue
2018-06-12,13,1215,1092,22.9,54,Tue
2018-06-12,14,1246,1202,24,51,Tue
2018-06-12,15,1427,1215,25.7,46,Tue
2018-06-12,16,1714,1246,25.6,45,Tue
2018-06-12,17,2270,1427,26.2,42,Tue
2018-06-12,18,3404,1714,26.2,47,Tue
2018-06-12,19,2873,2270,26.4,47,Tue
2018-06-12,20,2579,3404,24.9,53,Tue
2018-06-12,21,2505,2873,23.1,58,Tue
2018-06-12,22,2309,2579,21.6,62,Tue
2018-06-12,23,1657,2505,20.6,70,Tue
2018-06-13,0,1274,2309,20,70,Wed
2018-06-13,1,1088,1657,19.5,72,Wed
2018-06-13,2,847,1274,19.3,76,Wed
2018-06-13,3,591,1088,18.9,77,Wed
2018-06-13,4,421,847,18.4,75,Wed
2018-06-13,5,290,591,18.5,73,Wed
2018-06-13,6,416,421,18.7,74,Wed
2018-06-13,7,657,290,18.6,76,Wed
2018-06-13,8,959,416,18.7,75,Wed
2018-06-13,9,1111,657,19.4,69,Wed
2018-06-13,10,1269,959,20.7,65,Wed
2018-06-13,11,1478,1111,22.6,59,Wed
2018-06-13,12,1747,1269,23,57,Wed
2018-06-13,13,1834,1478,24.5,51,Wed
2018-06-13,14,2088,1747,24.5,56,Wed
2018-06-13,15,2288,1834,24.9,52,Wed
2018-06-13,16,2474,2088,26.6,50,Wed
2018-06-13,17,2664,2288,25.5,50,Wed
2018-06-13,18,2479,2474,25.8,50,Wed
2018-06-13,19,2404,2664,25.6,57,Wed
2018-06-13,20,2276,2479,23.4,63,Wed
2018-06-13,21,2166,2404,22.8,64,Wed
2018-06-13,22,1934,2276,22.1,65,Wed
2018-06-13,23,1394,2166,21.8,67,Wed
2018-06-14,0,1047,1934,21.6,66,Thu
2018-06-14,1,715,1394,21.5,62,Thu
2018-06-14,2,453,1047,21.1,69,Thu
2018-06-14,3,289,715,20.8,72,Thu
2018-06-14,4,193,453,20.8,73,Thu
2018-06-14,5,154,289,20.8,73,Thu
2018-06-14,6,100,193,21,72,Thu
2018-06-14,7,94,154,20.3,84,Thu
2018-06-14,8,187,100,19.5,95,Thu
2018-06-14,9,175,94,19.4,97,Thu
2018-06-14,10,532,187,18.9,97,Thu
2018-06-14,11,735,175,19.1,96,Thu
2018-06-14,12,945,532,19.7,94,Thu
2018-06-14,13,1056,735,20.5,79,Thu
2018-06-14,14,1153,945,21.2,75,Thu
2018-06-14,15,1292,1056,22.8,67,Thu
2018-06-14,16,1550,1153,23.8,62,Thu
2018-06-14,17,1934,1292,24.6,57,Thu
2018-06-14,18,2962,1550,25,56,Thu
2018-06-14,19,1856,1934,24.6,57,Thu
2018-06-14,20,1557,2962,24,61,Thu
2018-06-14,21,1807,1856,23.6,63,Thu
2018-06-14,22,1737,1557,22.6,74,Thu
2018-06-14,23,1295,1807,22.2,72,Thu
2018-06-15,0,986,1737,21.8,72,Fri
2018-06-15,1,717,1295,21.6,68,Fri
2018-06-15,2,403,986,21,70,Fri
2018-06-15,3,154,717,20.6,65,Fri
2018-06-15,4,72,403,20.1,67,Fri
2018-06-15,5,161,154,18.8,93,Fri
2018-06-15,6,609,72,18,93,Fri
2018-06-15,7,1467,161,17.4,86,Fri
2018-06-15,8,2328,609,17.2,83,Fri
2018-06-15,9,1170,1467,18.2,75,Fri
2018-06-15,10,1004,2328,18.7,71,Fri
2018-06-15,11,1118,1170,20.1,65,Fri
2018-06-15,12,1193,1004,22,56,Fri
2018-06-15,13,1035,1118,22.9,57,Fri
2018-06-15,14,1027,1193,24.4,50,Fri
2018-06-15,15,1461,1035,25.3,48,Fri
2018-06-15,16,1726,1027,26.4,43,Fri
2018-06-15,17,2460,1461,26.7,40,Fri
2018-06-15,18,2891,1726,26.5,45,Fri
2018-06-15,19,2984,2460,26.1,45,Fri
2018-06-15,20,2441,2891,25.9,44,Fri
2018-06-15,21,2337,2984,24.3,48,Fri
2018-06-15,22,2155,2441,22.6,51,Fri
2018-06-15,23,1593,2337,21.4,54,Fri
2018-06-16,0,1217,2155,20.4,54,Sat
2018-06-16,1,1056,1593,19.6,55,Sat
2018-06-16,2,764,1217,19,57,Sat
2018-06-16,3,518,1056,18.4,59,Sat
2018-06-16,4,317,764,17.9,60,Sat
2018-06-16,5,277,518,17.4,61,Sat
2018-06-16,6,381,317,16.9,63,Sat
2018-06-16,7,583,277,16.6,65,Sat
2018-06-16,8,892,381,16.3,66,Sat
2018-06-16,9,1144,583,17,60,Sat
2018-06-16,10,1166,892,18.7,57,Sat
2018-06-16,11,1330,1144,20.4,54,Sat
2018-06-16,12,1525,1166,21.8,46,Sat
2018-06-16,13,1704,1330,23.4,46,Sat
2018-06-16,14,1783,1525,24.8,43,Sat
2018-06-16,15,1861,1704,26.2,37,Sat
2018-06-16,16,1991,1783,27.1,40,Sat
2018-06-16,17,2383,1861,27.8,41,Sat
2018-06-16,18,2451,1991,28.3,41,Sat
2018-06-16,19,2475,2383,28.4,43,Sat
2018-06-16,20,2497,2451,28,46,Sat
2018-06-16,21,2435,2475,27.2,48,Sat
2018-06-16,22,1995,2497,25,60,Sat
2018-06-16,23,1615,2435,23.7,64,Sat
2018-06-17,0,1394,1995,22.8,69,Sun
2018-06-17,1,929,1615,22.1,73,Sun
2018-06-17,2,755,1394,21.5,76,Sun
2018-06-17,3,491,929,20.9,79,Sun
2018-06-17,4,304,755,20.5,76,Sun
2018-06-17,5,238,491,19.9,80,Sun
2018-06-17,6,324,304,19.4,82,Sun
2018-06-17,7,475,238,19,85,Sun
2018-06-17,8,715,324,18.9,83,Sun
2018-06-17,9,944,475,19.6,75,Sun
2018-06-17,10,953,715,21.1,70,Sun
2018-06-17,11,1146,944,22.5,66,Sun
2018-06-17,12,1422,953,23,66,Sun
2018-06-17,13,1563,1146,23.6,63,Sun
2018-06-17,14,1709,1422,24.8,56,Sun
2018-06-17,15,1979,1563,25.7,52,Sun
2018-06-17,16,2235,1709,26.8,44,Sun
2018-06-17,17,2330,1979,27.3,51,Sun
2018-06-17,18,2474,2235,26.6,51,Sun
2018-06-17,19,2481,2330,25.6,58,Sun
2018-06-17,20,2429,2474,25,59,Sun
2018-06-17,21,2055,2481,24.2,62,Sun
2018-06-17,22,1819,2429,23.1,67,Sun
2018-06-17,23,1323,2055,22.7,66,Sun
2018-06-18,0,917,1819,22.2,70,Mon
2018-06-18,1,547,1323,21.7,74,Mon
2018-06-18,2,436,917,21.3,74,Mon
2018-06-18,3,202,547,21,74,Mon
2018-06-18,4,164,436,20.7,76,Mon
2018-06-18,5,383,202,20.5,77,Mon
2018-06-18,6,779,164,20.2,78,Mon
2018-06-18,7,1590,383,20,80,Mon
2018-06-18,8,2357,779,20,78,Mon
2018-06-18,9,1263,1590,20.6,76,Mon
2018-06-18,10,822,2357,22.7,65,Mon
2018-06-18,11,915,1263,24.7,59,Mon
2018-06-18,12,988,822,26.1,53,Mon
2018-06-18,13,938,915,27.3,45,Mon
2018-06-18,14,997,988,28.4,45,Mon
2018-06-18,15,1177,938,29.4,42,Mon
2018-06-18,16,1401,997,29.8,36,Mon
2018-06-18,17,2040,1177,30.5,34,Mon
2018-06-18,18,746,1401,30.5,34,Mon
2018-06-18,19,1557,2040,29.5,36,Mon
2018-06-18,20,2515,746,29.2,35,Mon
2018-06-18,21,1702,1557,28.1,38,Mon
2018-06-18,22,1373,2515,25.7,43,Mon
2018-06-18,23,1732,1702,23.8,48,Mon
2018-06-19,0,1055,1373,22.9,56,Tue
2018-06-19,1,766,1732,22.3,59,Tue
2018-06-19,2,527,1055,21.5,63,Tue
2018-06-19,3,369,766,20.9,66,Tue
2018-06-19,4,268,527,20.2,71,Tue
2018-06-19,5,317,369,19.9,69,Tue
2018-06-19,6,746,268,19.7,73,Tue
2018-06-19,7,1616,317,19.4,77,Tue
2018-06-19,8,2430,746,19.1,75,Tue
2018-06-19,9,1381,1616,19.9,72,Tue
2018-06-19,10,937,2430,21.1,66,Tue
2018-06-19,11,1014,1381,22.4,62,Tue
2018-06-19,12,1224,937,23.7,56,Tue
2018-06-19,13,1230,1014,24.6,53,Tue
2018-06-19,14,1258,1224,25.8,48,Tue
2018-06-19,15,1363,1230,26.6,46,Tue
2018-06-19,16,1700,1258,27.2,44,Tue
2018-06-19,17,2328,1363,26.7,42,Tue
2018-06-19,18,3556,1700,26.1,46,Tue
2018-06-19,19,2809,2328,25.1,51,Tue
2018-06-19,20,2525,3556,24.1,57,Tue
2018-06-19,21,2378,2809,23.3,59,Tue
2018-06-19,22,2096,2525,22.4,62,Tue
2018-06-19,23,1456,2378,21.6,66,Tue
2018-06-20,0,1030,2096,20.8,71,Wed
2018-06-20,1,803,1456,20.1,73,Wed
2018-06-20,2,576,1030,19.7,71,Wed
2018-06-20,3,340,803,19.6,73,Wed
2018-06-20,4,249,576,19.6,78,Wed
2018-06-20,5,336,340,19.4,79,Wed
2018-06-20,6,714,249,19.1,82,Wed
2018-06-20,7,1629,336,19.1,83,Wed
2018-06-20,8,2440,714,19.4,83,Wed
2018-06-20,9,1401,1629,20,77,Wed
2018-06-20,10,1002,2440,20.6,77,Wed
2018-06-20,11,1100,1401,21.1,73,Wed
2018-06-20,12,1252,1002,22.2,70,Wed
2018-06-20,13,1184,1100,23.7,56,Wed
2018-06-20,14,1158,1252,25.2,53,Wed
2018-06-20,15,1266,1184,26.2,51,Wed
2018-06-20,16,1600,1158,27.5,47,Wed
2018-06-20,17,2289,1266,27.9,45,Wed
2018-06-20,18,3384,1600,28.2,48,Wed
2018-06-20,19,2741,2289,28,50,Wed
2018-06-20,20,2519,3384,27,55,Wed
2018-06-20,21,2246,2741,25.6,61,Wed
2018-06-20,22,1979,2519,23.3,68,Wed
2018-06-20,23,1401,2246,21.6,74,Wed
2018-06-21,0,1083,1979,20.6,78,Thu
2018-06-21,1,794,1401,20.1,82,Thu
2018-06-21,2,539,1083,20,83,Thu
2018-06-21,3,394,794,20.1,82,Thu
2018-06-21,4,215,539,20.2,82,Thu
2018-06-21,5,308,394,20,83,Thu
2018-06-21,6,709,215,19.6,87,Thu
2018-06-21,7,1543,308,19.4,82,Thu
2018-06-21,8,2370,709,19.5,80,Thu
2018-06-21,9,1360,1543,19.9,74,Thu
2018-06-21,10,922,2370,21.4,65,Thu
2018-06-21,11,1066,1360,22.7,59,Thu
2018-06-21,12,1197,922,23.9,57,Thu
2018-06-21,13,1147,1066,25.5,57,Thu
2018-06-21,14,1152,1197,26.4,46,Thu
2018-06-21,15,1276,1147,27.3,33,Thu
2018-06-21,16,1473,1152,28,39,Thu
2018-06-21,17,2176,1276,28.3,40,Thu
2018-06-21,18,3418,1473,28.5,42,Thu
2018-06-21,19,2811,2176,28.4,43,Thu
2018-06-21,20,2556,3418,27.8,43,Thu
2018-06-21,21,2436,2811,26.9,42,Thu
2018-06-21,22,2179,2556,25.1,55,Thu
2018-06-21,23,1497,2436,23.8,63,Thu
2018-06-22,0,1137,2179,22.8,67,Fri
2018-06-22,1,912,1497,21.9,59,Fri
2018-06-22,2,602,1137,20.7,67,Fri
2018-06-22,3,413,912,20.2,75,Fri
2018-06-22,4,268,602,19.8,80,Fri
2018-06-22,5,336,413,19.3,85,Fri
2018-06-22,6,710,268,19.1,86,Fri
2018-06-22,7,1529,336,18.6,85,Fri
2018-06-22,8,2283,710,18.2,83,Fri
2018-06-22,9,1284,1529,18.8,66,Fri
2018-06-22,10,902,2283,21.9,58,Fri
2018-06-22,11,1020,1284,24.2,47,Fri
2018-06-22,12,1116,902,26.3,34,Fri
2018-06-22,13,1073,1020,28.1,35,Fri
2018-06-22,14,1087,1116,29.8,28,Fri
2018-06-22,15,1203,1073,30.6,26,Fri
2018-06-22,16,1466,1087,31.6,25,Fri
2018-06-22,17,2146,1203,31.9,23,Fri
2018-06-22,18,3365,1466,30.8,31,Fri
2018-06-22,19,2732,2146,30.4,28,Fri
2018-06-22,20,2493,3365,29.3,27,Fri
2018-06-22,21,2251,2732,27.1,32,Fri
2018-06-22,22,2103,2493,25.4,31,Fri
2018-06-22,23,1648,2251,24.2,32,Fri
2018-06-23,0,1322,2103,23.3,32,Sat
2018-06-23,1,1073,1648,22.9,34,Sat
2018-06-23,2,818,1322,22.7,36,Sat
2018-06-23,3,540,1073,22.5,39,Sat
2018-06-23,4,375,818,22.3,37,Sat
2018-06-23,5,339,540,22,42,Sat
2018-06-23,6,417,375,21.6,47,Sat
2018-06-23,7,622,339,21.1,48,Sat
2018-06-23,8,934,417,21,48,Sat
2018-06-23,9,1072,622,21.3,44,Sat
2018-06-23,10,1064,934,22.6,42,Sat
2018-06-23,11,1229,1072,24.3,37,Sat
2018-06-23,12,1374,1064,25.8,35,Sat
2018-06-23,13,1483,1229,27.5,31,Sat
2018-06-23,14,1445,1374,28.4,31,Sat
2018-06-23,15,1589,1483,27.9,41,Sat
2018-06-23,16,1837,1445,28,46,Sat
2018-06-23,17,2101,1589,28.4,43,Sat
2018-06-23,18,2256,1837,28.3,48,Sat
2018-06-23,19,2288,2101,28.1,49,Sat
2018-06-23,20,2262,2256,26.3,55,Sat
2018-06-23,21,2175,2288,25.7,59,Sat
2018-06-23,22,1932,2262,24.6,65,Sat
2018-06-23,23,1402,2175,23.8,68,Sat
2018-06-24,0,849,1932,23,74,Sun
2018-06-24,1,545,1402,22.5,77,Sun
2018-06-24,2,1254,849,22,81,Sun
2018-06-24,3,644,545,21.5,83,Sun
2018-06-24,4,286,1254,20.9,87,Sun
2018-06-24,5,235,644,20.6,91,Sun
2018-06-24,6,258,286,20.5,90,Sun
2018-06-24,7,369,235,20.3,87,Sun
2018-06-24,8,561,258,20.2,87,Sun
2018-06-24,9,734,369,20.5,82,Sun
2018-06-24,10,763,561,21.3,78,Sun
2018-06-24,11,870,734,23.1,68,Sun
2018-06-24,12,1042,763,25,60,Sun
2018-06-24,13,1062,870,27.1,52,Sun
2018-06-24,14,1064,1042,28.9,40,Sun
2018-06-24,15,1213,1062,30.6,31,Sun
2018-06-24,16,1471,1064,31.6,34,Sun
2018-06-24,17,1754,1213,31.8,31,Sun
2018-06-24,18,2094,1471,31.3,32,Sun
2018-06-24,19,2290,1754,30.9,34,Sun
2018-06-24,20,2387,2094,29.8,35,Sun
2018-06-24,21,2153,2290,27.8,41,Sun
2018-06-24,22,1801,2387,26.1,49,Sun
2018-06-24,23,1329,2153,24.5,71,Sun
2018-06-25,0,962,1801,23.9,72,Mon
2018-06-25,1,585,1329,23.3,75,Mon
2018-06-25,2,424,962,22.9,79,Mon
2018-06-25,3,264,585,22.5,80,Mon
2018-06-25,4,199,424,22.3,80,Mon
2018-06-25,5,338,264,22,83,Mon
2018-06-25,6,785,199,21.8,82,Mon
2018-06-25,7,1620,338,21.5,84,Mon
2018-06-25,8,2331,785,21.3,81,Mon
2018-06-25,9,1293,1620,22.1,74,Mon
2018-06-25,10,878,2331,23.8,66,Mon
2018-06-25,11,968,1293,25.4,61,Mon
2018-06-25,12,1039,878,26.4,55,Mon
2018-06-25,13,1073,968,27.8,46,Mon
2018-06-25,14,1016,1039,29.8,42,Mon
2018-06-25,15,1184,1073,31.2,36,Mon
2018-06-25,16,1407,1016,32.3,35,Mon
2018-06-25,17,2008,1184,32.7,31,Mon
2018-06-25,18,3238,1407,32.2,39,Mon
2018-06-25,19,2779,2008,31.5,42,Mon
2018-06-25,20,2456,3238,30.7,43,Mon
2018-06-25,21,2372,2779,29.8,45,Mon
2018-06-25,22,2046,2456,28.8,54,Mon
2018-06-25,23,1437,2372,27.9,55,Mon
2018-06-26,0,1052,2046,27.4,55,Tue
2018-06-26,1,783,1437,27.2,55,Tue
2018-06-26,2,524,1052,26.9,61,Tue
2018-06-26,3,353,783,26.7,50,Tue
2018-06-26,4,143,524,26.1,51,Tue
2018-06-26,5,45,353,25.4,50,Tue
2018-06-26,6,37,143,24.7,49,Tue
2018-06-26,7,49,45,23.7,64,Tue
2018-06-26,8,53,37,22.5,83,Tue
2018-06-26,9,19,49,21.2,87,Tue
2018-06-26,10,9,53,20.8,94,Tue
2018-06-26,11,11,19,20.3,96,Tue
2018-06-26,12,10,9,20.3,97,Tue
2018-06-26,13,24,11,20.4,97,Tue
2018-06-26,14,26,10,20.5,97,Tue
2018-06-26,15,65,24,20.5,97,Tue
2018-06-26,16,56,26,21,97,Tue
2018-06-26,17,113,65,21.5,97,Tue
2018-06-26,18,156,56,23.3,96,Tue
2018-06-26,19,203,113,24,95,Tue
2018-06-26,20,199,156,24.1,95,Tue
2018-06-26,21,275,203,24.2,94,Tue
2018-06-26,22,443,199,24.1,94,Tue
2018-06-26,23,552,275,23.5,94,Tue
2018-06-27,0,513,443,22.4,95,Wed
2018-06-27,1,254,552,21.6,89,Wed
2018-06-27,2,164,513,20.5,94,Wed
2018-06-27,3,152,254,20,96,Wed
2018-06-27,4,110,164,19.6,97,Wed
2018-06-27,5,162,152,19.4,97,Wed
2018-06-27,6,417,110,19.2,97,Wed
2018-06-27,7,1084,162,19.1,97,Wed
2018-06-27,8,1995,417,19.2,97,Wed
2018-06-27,9,1238,1084,19.3,98,Wed
2018-06-27,10,862,1995,19.7,97,Wed
2018-06-27,11,1015,1238,20,96,Wed
2018-06-27,12,1145,862,21.4,85,Wed
2018-06-27,13,1234,1015,23.4,73,Wed
2018-06-27,14,1243,1145,24.1,73,Wed
2018-06-27,15,1362,1234,24.9,69,Wed
2018-06-27,16,1618,1243,24.7,72,Wed
2018-06-27,17,2115,1362,25.5,68,Wed
2018-06-27,18,3172,1618,25,74,Wed
2018-06-27,19,2487,2115,25.1,70,Wed
2018-06-27,20,2274,3172,25,69,Wed
2018-06-27,21,2200,2487,24.9,70,Wed
2018-06-27,22,1959,2274,24.2,72,Wed
2018-06-27,23,980,2200,23.3,71,Wed
2018-06-28,0,561,1959,22.7,77,Thu
2018-06-28,1,1068,980,22.3,83,Thu
2018-06-28,2,652,561,22.2,84,Thu
2018-06-28,3,344,1068,22.2,84,Thu
2018-06-28,4,233,652,22.4,84,Thu
2018-06-28,5,266,344,22.4,86,Thu
2018-06-28,6,594,233,22.3,88,Thu
2018-06-28,7,1391,266,22.1,93,Thu
2018-06-28,8,2288,594,22,90,Thu
2018-06-28,9,1246,1391,22.7,81,Thu
2018-06-28,10,826,2288,24.2,73,Thu
2018-06-28,11,938,1246,24.8,75,Thu
2018-06-28,12,1158,826,25.3,70,Thu
2018-06-28,13,1040,938,26.5,64,Thu
2018-06-28,14,1030,1158,27,68,Thu
2018-06-28,15,1209,1040,27.2,68,Thu
2018-06-28,16,766,1030,27.1,72,Thu
2018-06-28,17,65,1209,26.4,76,Thu
2018-06-28,18,596,766,25.2,81,Thu
2018-06-28,19,944,65,22.2,92,Thu
2018-06-28,20,1039,596,20.6,97,Thu
2018-06-28,21,1223,944,20.9,97,Thu
2018-06-28,22,1239,1039,21,96,Thu
2018-06-28,23,931,1223,21.3,94,Thu
2018-06-29,0,470,1239,21.6,94,Fri
2018-06-29,1,460,931,21.7,96,Fri
2018-06-29,2,345,470,21.9,95,Fri
2018-06-29,3,227,460,22,96,Fri
2018-06-29,4,123,345,22.2,96,Fri
2018-06-29,5,133,227,22.3,96,Fri
2018-06-29,6,308,123,22.3,96,Fri
2018-06-29,7,883,133,22.1,97,Fri
2018-06-29,8,2028,308,21.9,97,Fri
2018-06-29,9,1195,883,22,97,Fri
2018-06-29,10,913,2028,22.2,95,Fri
2018-06-29,11,956,1195,22.9,86,Fri
2018-06-29,12,1168,913,24.4,76,Fri
2018-06-29,13,1117,956,24.8,74,Fri
2018-06-29,14,1175,1168,26.1,67,Fri
2018-06-29,15,1209,1117,26.8,65,Fri
2018-06-29,16,1554,1175,27.8,57,Fri
2018-06-29,17,2099,1209,28.4,63,Fri
2018-06-29,18,3113,1554,29,57,Fri
2018-06-29,19,2602,2099,28.5,60,Fri
2018-06-29,20,2339,3113,28.1,60,Fri
2018-06-29,21,2225,2602,27.1,64,Fri
2018-06-29,22,2103,2339,26.2,70,Fri
2018-06-29,23,1552,2225,25.2,75,Fri
2018-06-30,0,1275,2103,24.2,80,Sat
2018-06-30,1,1070,1552,23.5,83,Sat
2018-06-30,2,859,1275,23,84,Sat
2018-06-30,3,625,1070,22.6,85,Sat
2018-06-30,4,382,859,22.2,88,Sat
2018-06-30,5,247,625,21.9,88,Sat
2018-06-30,6,310,382,21.7,93,Sat
2018-06-30,7,468,247,21.7,88,Sat
2018-06-30,8,825,310,22.1,85,Sat
2018-06-30,9,862,468,22.5,86,Sat
2018-06-30,10,933,825,23.4,81,Sat
2018-06-30,11,871,862,24.2,81,Sat
2018-06-30,12,858,933,25.1,73,Sat
2018-06-30,13,1144,871,26.4,71,Sat
2018-06-30,14,1235,858,25.2,94,Sat
2018-06-30,15,1311,1144,25.6,87,Sat
2018-06-30,16,1317,1235,27.5,69,Sat
2018-06-30,17,1291,1311,27.8,71,Sat
